"","X","id","name","address","city","state","zip","telephone","type","status","population","county","country","lat","long","naics_code","naics_desc","source","sourcedate","val_date","website","alt_name","owner","beds","trauma","helipad","overall_type","tot_res","tot_staff","excess_bed","medicaidid","medicareid","state_lic","sourcetype","emergtitle","emergtel","emergext","st_vendor","st_version","geoprec","phoneloc","qc_qa","ucaoa_id","ny_metro"
"1959",114960,9431,"Marionette Manor","289 Quinnipiac Avenue","New Haven","CT",6513,"(203) 468-7727","Nursing Home","open",NA,"New Haven","USA",41.29836,-72.88984,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1960",114961,9432,"Meadowview Rest Home","37 Great Plain Road","Danbury","CT",6810,"(203) 743-4595","Nursing Home","open",NA,"Fairfield","USA",41.41956,-73.43824,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1961",114962,9433,"Morning Star East","77 New Milford Tpke","New Preston","CT",6777,"(860) 868-2394","Nursing Home","open",NA,"Litchfield","USA",41.67718,-73.34569,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1962",114963,9434,"New-Age Manor Rest Home, Llc","691 Kent Road","Gaylordsville","CT",6755,"(860) 355-9623","Nursing Home","open",NA,"Litchfield","USA",41.64524,-73.48445,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1963",114964,9435,"Northfield Manor","30 Old Northfield Road","Northfield","CT",6778,"(860) 283-9282","Nursing Home","open",NA,"Litchfield","USA",41.69361,-73.10962,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1964",114965,9436,"Oakcliff Convalescent Home, Inc.","71 Plaza Avenue","Waterbury","CT",6710,"(203) 753-0060","Nursing Home","open",NA,"New Haven","USA",41.56568,-73.05088,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1965",114967,9438,"Saint Paul's Church Home/Women","600 Chapel Street","New Haven","CT",6511,"(203) 624-1450","Nursing Home","open",NA,"New Haven","USA",41.30365,-72.91903,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1966",114971,9443,"Stonehaven Rest Home","124 Goddard Avenue","Bridgeport","CT",6610,"(203) 367-1454","Nursing Home","open",NA,"Fairfield","USA",41.19883,-73.17715,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1967",114972,9444,"Tranquility Rest Home","321 Bennetts Farms Road","Ridgefield","CT",6877,"(860) 438-8698","Nursing Home","open",NA,"Fairfield","USA",41.33848,-73.49355,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1968",114973,9445,"Wainwright Rest Home","217 Laurel Avenue","Bridgeport","CT",6605,"(203) 367-0945","Nursing Home","open",NA,"Fairfield","USA",41.17537,-73.20337,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1969",114974,9446,"Willow Rest","94 Willow Street","Waterbury","CT",6710,"(203) 753-5442","Nursing Home","open",NA,"New Haven","USA",41.56041,-73.04679,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1970",114975,9447,"Woodmont Manor","355 Piedmont Street","Waterbury","CT",6706,"NOT AVAILABLE","Nursing Home","open",NA,"New Haven","USA",41.53246,-73.02981,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1971",114976,9448,"Ye Olde Rest Home, Inc","456 Danbury Road","New Milford","CT",6776,"(203) 354-5088","Nursing Home","open",NA,"Litchfield","USA",41.52441,-73.42397,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1972",114977,9449,"Yorkshire Manor","4 French Avenue","East Haven","CT",6512,"(203) 467-1234","Nursing Home","open",NA,"New Haven","USA",41.27141,-72.8812,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://www.elicense.ct.gov/Lookup/DownloadRoster.aspx","2018-12-05T00:00:00.000Z","2019-04-10T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1973",119454,3400599,"All American Assisted Living At Hillsborough","351 Route 206","Hillsborough","NJ",8844,"(516) 496-1505","Assisted Care","open",112,"Somerset","USA",40.51028,-74.63172,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Shi-Ii Hillsborough, Llc",112,NA,NA,"nursing home",NA,NA,NA,NA,NA,"18A113","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1974",119455,3400601,"Arbor Terrace Mountainside","1050 Springfield Avenue","Mountainside","NJ",7092,"(908) 760-0599","Assisted Care","open",100,"Union","USA",40.67965,-74.3324,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Csh Mountainside Licensee, Llc",100,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AL20001","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1975",119457,3400603,"Assisted Living, Inc","1015 Whitehead Road Extension","Ewing","NJ",8638,"(609) 432-4430","Assisted Care","open",NA,"Mercer","USA",40.26178,-74.75702,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Assisted Living, Inc",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"11A006","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1976",119458,3400604,"Atria Norwood","545 Tappan Road","Norwood","NJ",7648,"(201) 768-0208","Assisted Care","open",100,"Bergen","USA",41.00718,-73.95513,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Csh Norwood Licensee, Llc",100,NA,NA,"nursing home",NA,NA,NA,NA,NA,"02A026","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1977",119459,3400605,"Atrium Post Acute Care Of Livingston","348 East Cedar Street","Livingston","NJ",7039,"(917) 734-2487","Nursing Home","open",124,"Essex","USA",40.76498,-74.30289,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Snf Old Short Hills Operating Company, Llc",124,NA,NA,"nursing home",NA,NA,NA,NA,NA,"NH07001","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1978",119461,3400607,"Care One Harmony Village At Paramus","175 Paramus Road","Paramus","NJ",7652,"(201) 242-4914","Assisted Care","open",126,"Bergen","USA",40.93877,-74.09316,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"175 Paramus Road Operating Company, Llc",126,NA,NA,"nursing home",NA,NA,NA,NA,NA,"02A031","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1979",119462,3400608,"Carepoint Health - Bayonne Hospital Center Tcu","29 East 29th Street","Bayonne","NJ",7002,"(201) 858-5000","Nursing Home","open",17,"Hudson","USA",40.66827,-74.11297,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Ijkg Opco, L.l.c.",17,NA,NA,"nursing home",NA,NA,NA,NA,NA,"406100","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1980",119464,3400611,"Center For Hope Hospice Inc","1900 Raritan Road","Scotch Plains","NJ",7076,"(908) 889-7780","Assisted Care","open",NA,"Union","USA",40.62147,-74.35298,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Center For Hope Hospice",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"90A100","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1981",119467,3400614,"Homestead At Hamilton","2560 Kuser Road","Hamilton","NJ",8691,"(973) 278-2300","Assisted Care","open",NA,"Mercer","USA",40.2065,-74.65331,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Homestead Senior Living, Llc",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"11A017","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1982",119468,3400615,"Jewish Home For Rehabilitation And Nursing","1151 West Main Street","Freehold","NJ",7728,"(732) 450-0266","Nursing Home","open",150,"Monmouth","USA",40.23144,-74.32053,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"The Jewish Home For Rehabilitation And Nursing Llc",150,NA,NA,"nursing home",NA,NA,NA,NA,NA,"13011","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1983",119469,3400616,"Knoll View Corp","8 Knoll Road","Sparta","NJ",7871,"(973) 729-4311","Assisted Care","open",NA,"Sussex","USA",41.03841,-74.64388,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Knoll View Corp",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"85A100","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1984",119470,3400617,"Magnolia Gardens","1935 Lakewood Road","Toms River","NJ",8755,"(732) 557-6500","Assisted Care","open",120,"Ocean","USA",40.02268,-74.22021,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Magnolia Gardens South, Lp",120,NA,NA,"nursing home",NA,NA,NA,NA,NA,"YMOSFX","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1985",119471,3400618,"Mc Properties Associates, Alp","285 Roseville Avenue","Newark","NJ",7107,"(908) 343-1429","Assisted Care","open",NA,"Essex","USA",40.76063,-74.1883,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Mc Properties Associates Alp",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"07A031","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1986",119472,3400619,"Portable Assisted Living Services (Pals)","300 Teaneck Road","Teaneck","NJ",7666,"(201) 692-1000","Assisted Care","open",NA,"Bergen","USA",40.87134,-74.01399,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Geriatric Living Solutions, Inc.",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"02A021","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1987",119473,3400621,"St Francis Assisted Living Program","601 Hamilton Avenue","Trenton","NJ",8629,"(609) 599-5161","Assisted Care","open",NA,"Mercer","USA",40.21662,-74.74172,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"St. Francis Medical Center",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,"11A015","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1988",119474,3400622,"Villa At Florham Park, Inc The","190 Park Avenue","Florham Park","NJ",7932,"(973) 867-1514","Assisted Care","open",21,"Morris","USA",40.77977,-74.43041,623312,"Assisted Living Facilities For The Elderly","https://healthapps.state.nj.us/facilities/acSearch.aspx","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"The Villa At Florham Park, Inc",21,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60A010","Assisted Living Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1989",119489,36912,"Affinity Skilled Living And Rehabilitation Center","305 Locust Avenue","Oakdale","NY",11769,"(631) 218-5900","Nursing Home","open",NA,"Suffolk","USA",40.74295,-73.10816,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1990",119495,36919,"Amber Court Of Smithtown","130-132 Lake Avenue","Nesconset","NY",11767,"(631) 768-1000","Assisted Care","open",186,"Suffolk","USA",40.85421,-73.15434,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",186,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0760A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1991",119503,36928,"Bellhaven Center For Rehabilitation And Nursing Care","110 Beaver Dam Road","Brookhaven","NY",11719,"(631) 286-8100","Nursing Home","open",NA,"Suffolk","USA",40.77151,-72.93392,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1992",119504,36929,"Bensonhurst Center For Rehabilitation And Healthcare","1740 84th Street","Brooklyn","NY",11214,"(718) 232-6700","Nursing Home","open",NA,"Kings","USA",40.60905,-74.00253,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1993",119514,36941,"Brightview Lake Tappan","31 Hunt Road","Orangeburg","NY",10962,"(845) 867-2333","Assisted Care","open",85,"Rockland","USA",41.04253,-73.98811,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",85,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0768A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1994",119538,36967,"Caring Family Nursing And Rehabilitation Center","22-41 New Haven Avenue","Far Rockaway","NY",11691,"(718) 471-3400","Nursing Home","open",NA,"Queens","USA",40.6008,-73.75708,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1995",119544,36974,"Claremont Village Alp","1160 Teller Avenue","Bronx","NY",10456,"(718) 293-1500","Assisted Care","open",70,"Bronx","USA",40.83147,-73.91167,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",70,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0720B","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1996",119559,36991,"Downtown Brooklyn Nursing & Rehabilitation Center","520 Prospect Place","Brooklyn","NY",11238,"(718) 636-1000","Nursing Home","open",NA,"Kings","USA",40.67534,-73.95959,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1997",119574,361007,"Elm York Home For Adults","100-30 Ditmars Boulevard","East Elmhurst","NY",11369,"(718) 446-7900","Assisted Care","open",262,"Queens","USA",40.76942,-73.87005,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-04T00:00:00.000Z",NA,NA,"Not Available",262,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0243B","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1998",119622,361061,"Long Beach Nursing And Rehabilitation Center","375 East Bay Drive","Long Beach","NY",11561,"(516) 897-1110","Nursing Home","open",NA,"Nassau","USA",40.59437,-73.6538,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1999",119632,361072,"Massapequa Center Rehabilitation & Nursing","101 Louden Ave.","Amityville","NY",11701,"(631) 264-0222","Nursing Home","open",NA,"Suffolk","USA",40.68488,-73.42359,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2000",119640,361081,"Morningside At Home","1000 Pelham Parkway South","Bronx","NY",10461,"(718) 409-8266","Assisted Care","open",40,"Bronx","USA",40.85665,-73.8597,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",40,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0713A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2001",119644,361085,"Norwegian Christian Home And Health Care Center","1250-1270 67th Street","Brooklyn","NY",11219,"(718) 232-2322","Assisted Care","open",88,"Kings","USA",40.62499,-74.00424,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",88,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0337A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2002",119651,361093,"Peconic Landing At Southold","1500 Brecknock Road","Greenport","NY",11944,"(631) 477-3800","Nursing Home","open",NA,"Suffolk","USA",41.12148,-72.36427,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2003",119655,361097,"Pine Valley Center For Rehabilitation And Nursing","661 N Main St","Spring Valley","NY",10977,"(845) 356-0567","Nursing Home","open",NA,"Rockland","USA",41.13702,-74.03985,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2004",119662,361105,"Riverspring Assisted Living","5901 Palisades Avenue","Bronx","NY",10471,"(718) 581-1780","Assisted Care","open",35,"Bronx","USA",40.90978,-73.90877,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",35,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0706A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2005",119668,361112,"Saints Joachim & Anne Nursing And Rehabilitation Center","2720 Surf Avenue","Brooklyn","NY",11224,"(718) 714-4800","Nursing Home","open",NA,"Kings","USA",40.57259,-73.99329,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2006",119681,361126,"St. Vincent De Paul Assisted Living Program","900 Interval Avenue","Bronx","NY",10459,"(917) 645-9200","Assisted Care","open",59,"Bronx","USA",40.81943,-73.896,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",59,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0699A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2007",119693,361139,"The Five Towns Premier Rehabilitation & Nursing Center","1050 Central Avenue","Woodmere","NY",11598,"(516) 374-9300","Nursing Home","open",NA,"Nassau","USA",40.63241,-73.70849,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",NA,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Nursing Home",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2008",119699,361146,"The New Golden Acres Sp Llc","11 Prospect Street","Spring Valley","NY",10977,"(845) 356-2440","Assisted Care","open",79,"Rockland","USA",41.11984,-74.04006,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",79,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0253C","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2009",119712,361161,"Village Walk A Carlisle Assisted Living Community","131 East Main Street","Patchogue","NY",11772,"(631) 503-9000","Assisted Care","open",146,"Suffolk","USA",40.76645,-73.01167,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",146,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0759A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"2010",119718,361167,"Whisper Woods Of Smithtown","71 St. Johnland Road","Smithtown","NY",11787,"(631) 320-3181","Assisted Care","open",136,"Suffolk","USA",40.86737,-73.21931,623312,"Assisted Living Facilities For The Elderly","https://profiles.health.ny.gov/nursing_home/","2018-12-06T00:00:00.000Z","2019-04-05T00:00:00.000Z",NA,NA,"Not Available",136,NA,NA,"nursing home",NA,NA,NA,NA,NA,"AF0765A","Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
