Code,Item,Group,Region_Number,Region_Name,State_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average_Annual_Percent_Growth
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,West Virginia,48,62,79,93,105,101,117,150,170,186,221,247,297,313,353,269,233,239,214,201,193,152,128,207,6.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,3,Great Lakes,Wisconsin,157,168,185,190,159,169,166,194,238,281,305,373,482,537,527,218,189,351,349,288,313,684,742,791,7.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Wyoming,7,7,8,9,10,12,13,15,19,23,27,33,42,40,38,27,21,27,26,20,19,18,19,19,4.4
8,Medicaid/Durable Medical Products (Millions of Dollars),United States,0,United States,,721,889,1062,1276,1526,1655,1615,1560,1616,1835,2467,2709,2767,2896,3295,3761,4015,4202,4579,4916,5097,5345,5717,6545,10.1
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,1,New England,,40,57,77,137,183,143,103,100,100,87,115,120,113,108,123,151,223,197,250,252,282,294,310,309,9.3
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,2,Mideast,,83,103,139,153,184,229,224,222,264,295,331,358,415,442,518,598,651,645,712,755,803,871,937,1099,11.9
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,3,Great Lakes,,105,140,155,170,188,226,237,234,258,260,317,304,313,352,382,519,555,542,619,656,678,710,778,806,9.3
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,4,Plains,,43,47,54,81,87,88,108,121,130,178,211,240,240,266,362,358,350,349,305,393,434,464,491,539,11.6
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,5,Southeast,,138,197,253,307,398,422,388,353,336,402,641,707,717,734,817,827,1024,1093,1231,1245,1185,1222,1292,1611,11.3
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,6,Southwest,,129,135,158,174,200,220,203,150,170,223,305,381,403,449,514,567,470,545,641,737,743,765,801,904,8.8
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,7,Rocky Mountains,,27,34,39,40,44,51,42,39,57,62,72,80,89,102,108,116,133,152,165,175,179,188,199,225,9.7
8,Medicaid/Durable Medical Products (Millions of Dollars),Region,8,Far West,,156,177,189,213,242,275,310,341,302,328,476,519,478,444,470,625,609,679,656,703,793,830,909,1051,8.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Alabama,6,6,7,8,9,18,18,11,10,13,34,48,34,29,30,28,31,34,37,37,38,42,41,42,8.8
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,Alaska,4,5,6,5,6,7,7,6,10,11,15,15,15,17,20,16,18,18,20,22,25,27,26,28,8.9
8,Medicaid/Durable Medical Products (Millions of Dollars),State,6,Southwest,Arizona,14,15,16,17,17,19,20,21,23,23,32,37,42,58,63,74,92,127,175,192,194,181,185,227,12.7
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Arkansas,5,9,10,12,14,16,17,20,22,29,33,34,35,40,44,45,49,51,63,62,43,43,45,51,10.4
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,California,132,148,152,153,177,196,224,248,211,217,324,355,312,290,288,426,401,463,429,479,552,571,636,691,7.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Colorado,14,18,21,22,22,26,20,14,35,36,40,42,43,46,48,53,65,73,79,88,88,91,98,119,9.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,Connecticut,13,22,21,37,54,25,33,26,19,5,15,15,14,8,17,14,21,26,37,40,46,51,50,53,6.2
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,Delaware,1,1,4,3,4,4,5,6,5,6,7,8,11,10,12,8,4,4,4,5,6,6,7,7,7.7
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,District of Columbia,2,4,5,6,6,6,7,8,7,6,7,14,16,18,20,26,25,25,15,18,19,19,19,20,9.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Florida,20,30,39,45,62,82,58,58,58,85,154,174,169,180,194,230,204,229,272,274,282,307,356,472,14.8
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Georgia,12,18,25,27,29,23,24,22,25,28,33,38,41,44,48,50,55,57,65,68,73,68,71,76,8.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,Hawaii,2,3,3,3,2,3,3,4,6,5,6,7,7,7,7,7,7,7,7,7,7,8,9,11,6.7
8,Medicaid/Durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Idaho,4,5,5,6,7,8,7,6,7,9,10,11,12,14,15,16,18,19,20,18,18,19,19,22,7.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,3,Great Lakes,Illinois,9,16,20,33,51,60,66,74,65,112,98,97,104,126,160,169,194,205,242,262,279,291,315,301,16.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,3,Great Lakes,Indiana,13,25,25,22,20,27,32,36,44,53,68,73,64,75,74,69,81,84,102,122,117,114,134,134,10.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,Iowa,10,11,12,12,13,18,25,26,23,23,25,28,32,42,49,54,34,36,39,39,59,86,80,96,10.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,Kansas,7,6,7,9,9,9,17,19,19,21,28,32,30,31,39,32,19,10,15,17,18,18,28,34,7.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Kentucky,24,31,36,38,42,60,68,44,18,25,71,75,71,64,70,68,82,86,91,106,111,114,119,168,8.9
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Louisiana,27,41,53,54,41,40,51,47,47,55,65,71,77,66,64,64,78,91,109,103,108,111,119,119,6.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,Maine,4,5,6,8,8,8,8,8,8,9,14,14,15,17,19,19,20,21,23,21,23,24,25,27,8.9
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,Maryland,4,4,3,4,9,21,17,16,19,42,49,49,80,48,78,77,90,80,97,118,128,160,169,210,18.9
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,Massachusetts,16,22,39,78,104,94,45,47,52,53,58,59,49,49,53,82,141,110,146,147,167,173,188,177,11
8,Medicaid/Durable Medical Products (Millions of Dollars),State,3,Great Lakes,Michigan,25,28,30,31,31,34,36,34,26,29,46,24,42,36,36,44,36,44,67,48,51,51,54,58,3.7
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,Minnesota,12,11,12,33,36,29,28,31,34,35,41,47,50,58,139,146,158,161,111,180,196,190,204,226,13.4
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Mississippi,2,3,3,4,4,5,5,5,5,5,7,8,8,8,10,10,11,11,12,13,15,14,22,24,11.3
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,Missouri,7,8,10,12,12,12,16,22,26,71,81,92,87,87,84,72,82,87,83,99,106,118,122,127,13.3
8,Medicaid/Durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Montana,5,6,6,6,7,9,8,10,8,10,13,12,12,16,17,19,22,27,35,32,33,35,36,39,9.1
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,Nebraska,6,8,10,11,13,15,16,17,21,22,25,28,30,35,37,40,42,42,43,40,38,35,38,37,8.2
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,Nevada,2,3,4,6,10,11,12,12,12,15,16,22,19,14,16,19,21,29,41,30,34,40,42,54,15.8
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,New Hampshire,4,5,5,7,9,8,8,9,8,8,11,11,15,14,12,14,16,17,18,24,23,24,23,24,7.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,New Jersey,23,29,37,38,40,40,38,40,42,45,59,55,56,63,63,62,68,64,74,68,62,63,67,73,5.1
8,Medicaid/Durable Medical Products (Millions of Dollars),State,6,Southwest,New Mexico,6,9,11,15,18,21,19,5,6,15,21,22,28,28,29,31,37,40,33,53,39,42,44,59,10.8
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,New York,34,43,67,77,96,114,119,128,168,180,188,210,223,258,291,314,339,352,386,386,424,445,480,585,13.2
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,North Carolina,6,9,14,27,47,53,58,57,54,49,112,131,136,143,153,159,304,245,257,293,299,308,291,419,20.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,North Dakota,1,1,1,2,2,2,2,2,3,3,5,5,5,5,4,4,3,2,4,2,3,3,3,3,5.3
8,Medicaid/Durable Medical Products (Millions of Dollars),State,3,Great Lakes,Ohio,44,51,61,66,71,88,83,71,85,20,56,62,57,67,61,178,184,160,173,175,172,193,211,238,7.7
8,Medicaid/Durable Medical Products (Millions of Dollars),State,6,Southwest,Oklahoma,2,3,4,6,7,9,12,15,17,23,30,34,36,50,63,70,76,74,71,91,75,88,89,93,18.2
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,Oregon,5,7,9,12,12,11,10,8,10,13,30,32,35,24,22,37,36,37,52,50,56,59,66,107,14.1
8,Medicaid/Durable Medical Products (Millions of Dollars),State,2,Mideast,Pennsylvania,19,21,22,25,29,44,37,25,22,16,21,23,29,46,55,111,125,120,136,161,165,178,197,204,11
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,Rhode Island,1,2,3,4,5,6,7,8,8,8,12,14,15,15,16,14,17,14,17,10,11,12,12,15,13
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,South Carolina,9,14,20,24,27,31,35,36,40,46,53,53,54,59,77,77,79,81,70,102,71,68,69,76,9.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,4,Plains,South Dakota,1,1,2,2,2,3,3,3,4,4,6,7,6,8,9,11,11,12,10,14,14,15,16,16,14.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Tennessee,16,20,20,34,86,54,12,9,10,15,19,32,33,42,59,29,51,39,62,34,37,38,40,38,3.8
8,Medicaid/Durable Medical Products (Millions of Dollars),State,6,Southwest,Texas,107,108,126,137,157,170,151,108,124,162,222,288,297,313,359,392,265,303,363,402,435,454,483,525,7.2
8,Medicaid/Durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Utah,3,3,4,5,6,6,6,7,5,6,7,11,18,22,23,23,21,26,22,28,30,32,35,34,12
8,Medicaid/Durable Medical Products (Millions of Dollars),State,1,New England,Vermont,1,2,2,2,3,3,3,3,3,3,5,5,5,6,6,7,9,8,10,11,12,11,12,14,10.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,Virginia,10,13,17,19,23,25,29,30,34,35,38,19,36,36,45,46,56,147,167,127,77,76,85,86,10
8,Medicaid/Durable Medical Products (Millions of Dollars),State,8,Far West,Washington,11,12,14,33,36,48,54,62,54,68,84,87,91,92,117,119,125,125,107,115,119,126,129,160,12.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,5,Southeast,West Virginia,1,3,9,14,14,13,13,14,13,18,22,24,21,23,23,22,23,23,27,26,31,33,35,37,18.5
8,Medicaid/Durable Medical Products (Millions of Dollars),State,3,Great Lakes,Wisconsin,14,20,19,19,15,17,21,20,39,46,49,48,46,47,51,59,60,49,36,50,60,62,64,74,7.6
8,Medicaid/Durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Wyoming,1,1,3,1,1,1,1,2,2,2,3,4,4,5,4,5,5,7,9,9,10,11,11,11,12.6
9,Medicaid/Nursing Home Care (Millions of Dollars),United States,0,United States,,19563,21480,22838,24038,24516,25978,26803,27334,29129,31882,34571,35561,37872,39760,41341,41563,42341,44039,45483,46307,47683,47764,48129,49138,4.1
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,1,New England,,2189,2224,2176,2308,2337,2244,2557,2515,2642,2792,2911,2951,3061,3316,3372,3494,3501,3491,3598,3521,3482,3579,3713,3625,2.2
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,2,Mideast,,5675,6290,6815,7291,7543,8417,8972,9205,9718,10961,10933,11500,11713,12030,12842,12374,12403,13490,13065,12685,13991,13007,12948,13297,3.8
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,3,Great Lakes,,3398,3914,4190,4326,4384,4542,4698,4583,5257,5287,6624,6441,6719,6875,7074,6537,6701,6844,7396,7603,7224,7755,8115,8040,3.8
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,4,Plains,,1511,1641,1634,1716,1769,1852,1712,1819,1772,2013,1821,1804,2114,2184,2139,2103,2198,2277,2319,2401,2496,2557,2578,2779,2.7
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,5,Southeast,,3626,4049,4433,4717,4816,5016,5039,5213,5437,6109,6904,6972,7962,8763,9037,9277,9497,9804,10154,10792,10787,10912,10852,11059,5
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,6,Southwest,,1206,1245,1308,1339,1325,1426,1280,1346,1384,1532,1786,2073,2155,2251,2266,2527,2604,2668,3022,3015,3274,3378,3452,3704,5
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,7,Rocky Mountains,,327,354,370,388,401,429,451,471,492,548,550,602,643,667,742,751,803,810,872,897,933,1072,1054,1048,5.2
9,Medicaid/Nursing Home Care (Millions of Dollars),Region,8,Far West,,1630,1762,1910,1952,1940,2053,2094,2182,2427,2642,3043,3219,3504,3674,3870,4500,4634,4654,5056,5393,5495,5504,5417,5586,5.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Alabama,226,270,288,322,334,359,484,491,536,571,611,618,682,694,775,762,795,824,815,816,853,853,836,855,6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,Alaska,31,32,35,39,35,29,35,36,37,43,56,67,75,80,89,92,79,67,86,87,91,98,75,108,5.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,6,Southwest,Arizona,10,9,7,8,8,8,14,25,28,35,57,97,130,168,233,291,302,329,355,353,606,641,653,756,20.7
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Arkansas,131,157,177,199,206,218,198,191,185,200,293,360,404,399,392,422,439,474,508,529,569,585,570,587,6.7
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,California,983,1052,1139,1176,1206,1298,1309,1371,1466,1706,2114,2280,2408,2616,2772,3354,3463,3465,3852,4062,4169,4159,4084,4127,6.4
9,Medicaid/Nursing Home Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,140,150,147,149,156,172,222,243,268,280,287,324,348,367,402,407,432,439,486,515,509,559,564,583,6.4
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,Connecticut,610,623,647,684,695,732,805,836,901,934,983,969,952,964,1050,1175,1164,1203,1192,1207,1161,1205,1192,1168,2.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,Delaware,52,54,57,60,63,72,71,71,74,90,105,122,127,141,139,143,148,177,182,174,161,165,132,147,4.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,District of Columbia,116,133,142,146,131,128,127,113,113,110,117,123,137,124,116,120,116,126,151,167,199,162,173,186,2.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Florida,682,754,835,903,943,937,1111,1172,1244,1414,1540,1760,2029,2097,2136,2284,2281,2272,2490,2724,2759,2721,2629,2664,6.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Georgia,380,413,438,471,485,510,547,550,576,644,680,700,804,974,973,847,853,933,889,1132,975,1104,1084,1075,4.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,Hawaii,55,58,63,76,77,87,105,106,101,103,103,102,107,115,125,128,137,157,143,254,229,242,228,246,6.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,61,67,72,74,74,78,66,74,76,83,91,90,95,100,96,103,118,121,124,107,141,206,190,148,3.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,3,Great Lakes,Illinois,748,979,1009,1015,1021,1097,997,914,924,1078,1084,1209,1268,1292,1347,1095,1260,1273,1609,1593,1268,1707,1592,1417,2.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,3,Great Lakes,Indiana,553,629,659,663,608,628,505,526,583,596,651,678,654,784,1218,803,911,1125,1052,1086,1211,1359,1634,1936,5.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,Iowa,224,229,236,242,245,261,181,187,180,232,110,89,261,240,229,249,259,277,285,328,339,366,360,394,2.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,Kansas,171,176,183,190,184,184,159,152,147,201,150,187,182,212,199,202,232,237,244,237,307,284,240,310,2.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Kentucky,216,231,250,263,256,261,307,329,357,417,433,484,471,525,588,611,654,692,692,717,736,735,729,796,5.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Louisiana,396,452,507,478,468,463,292,300,264,300,281,119,485,519,541,547,597,622,640,735,723,737,747,802,3.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,Maine,178,188,190,197,187,177,175,167,164,175,178,174,214,202,178,207,202,205,205,177,176,179,202,202,0.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,Maryland,298,308,318,336,338,315,435,453,468,538,599,650,726,782,831,850,883,955,996,1000,1031,1092,1090,1127,5.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,Massachusetts,1080,1064,974,1071,1091,965,1126,1058,1108,1200,1257,1286,1387,1510,1534,1510,1505,1462,1544,1495,1505,1529,1658,1600,1.7
9,Medicaid/Nursing Home Care (Millions of Dollars),State,3,Great Lakes,Michigan,534,596,751,799,836,911,1028,829,1332,877,1618,1059,1483,1511,1378,1421,1397,1426,1459,1645,1609,1659,1656,1706,5.2
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,Minnesota,546,585,622,658,697,720,653,666,698,707,752,708,743,694,693,681,661,663,671,665,667,670,716,730,1.3
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Mississippi,135,166,168,180,176,192,163,192,213,250,302,323,359,434,452,485,510,516,556,559,564,525,556,501,5.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,Missouri,334,397,332,357,383,419,457,465,446,538,451,467,579,690,658,624,668,714,728,775,776,832,851,941,4.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,7,Rocky Mountains,Montana,38,43,50,55,56,54,57,52,44,77,67,67,74,70,75,75,72,70,83,88,80,84,85,86,3.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,Nebraska,105,116,121,123,122,130,143,229,180,194,235,205,225,218,215,199,222,226,221,213,216,223,226,223,3.3
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,Nevada,44,57,67,62,54,53,47,46,54,67,79,97,100,144,142,139,149,158,152,163,168,178,182,196,6.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,New Hampshire,95,98,107,127,133,140,186,189,188,194,182,202,177,280,248,245,251,251,276,256,254,259,249,301,5.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,New Jersey,795,815,909,1001,1009,1050,1113,1109,1143,1338,1035,1213,1316,1377,1846,1706,1732,1804,1896,1846,1884,1710,1743,1755,3.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,6,Southwest,New Mexico,86,93,98,95,88,90,99,106,118,125,132,133,138,161,176,169,156,146,160,130,130,131,132,128,1.7
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,New York,3246,3535,4006,4176,4391,5061,5020,5303,5331,5572,5827,6108,6019,6127,5991,6228,6151,6852,6551,6148,7254,6485,6300,6261,2.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,North Carolina,455,523,603,658,687,721,660,656,684,718,787,813,825,993,1005,1014,1019,1093,1148,1116,1122,1109,1105,1102,3.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,North Dakota,68,69,68,67,60,60,38,41,44,50,43,57,62,67,77,75,81,80,83,98,108,103,109,107,2
9,Medicaid/Nursing Home Care (Millions of Dollars),State,3,Great Lakes,Ohio,1065,1167,1187,1225,1260,1230,1389,1502,1603,1780,1984,2125,2309,2472,2367,2402,2379,2303,2420,2510,2390,2290,2291,2047,2.9
9,Medicaid/Nursing Home Care (Millions of Dollars),State,6,Southwest,Oklahoma,223,223,227,211,210,213,200,209,206,207,298,309,329,358,352,373,415,440,422,411,412,420,474,480,3.4
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,Oregon,163,163,164,163,156,164,149,158,228,212,225,190,180,218,237,253,272,288,304,293,306,288,310,343,3.3
9,Medicaid/Nursing Home Care (Millions of Dollars),State,2,Mideast,Pennsylvania,1168,1445,1384,1571,1612,1791,2206,2155,2589,3313,3251,3284,3389,3479,3918,3328,3373,3576,3289,3351,3462,3393,3509,3822,5.3
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,Rhode Island,174,201,209,180,183,179,199,199,216,223,236,247,254,280,281,285,294,284,294,300,302,320,325,264,1.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,South Carolina,219,243,253,276,282,293,224,242,262,283,308,354,364,420,425,411,454,460,489,505,480,503,495,543,4
9,Medicaid/Nursing Home Care (Millions of Dollars),State,4,Plains,South Dakota,62,68,72,79,79,79,80,79,77,92,79,91,61,63,69,73,75,80,87,86,84,78,76,72,0.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Tennessee,332,374,432,462,473,528,527,541,540,613,643,730,742,826,851,948,932,875,889,839,851,876,889,920,4.5
9,Medicaid/Nursing Home Care (Millions of Dollars),State,6,Southwest,Texas,888,920,976,1025,1020,1115,967,1006,1032,1164,1299,1534,1558,1564,1504,1694,1732,1754,2084,2121,2127,2185,2192,2340,4.3
9,Medicaid/Nursing Home Care (Millions of Dollars),State,7,Rocky Mountains,Utah,66,72,78,79,79,82,66,64,67,69,72,78,87,90,127,124,141,137,134,139,148,154,151,167,4.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,1,New England,Vermont,51,51,49,49,48,51,65,65,65,66,75,73,77,80,81,71,84,86,88,85,84,87,87,90,2.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,Virginia,329,342,354,365,359,376,366,370,404,518,837,506,575,601,628,656,654,703,692,746,756,757,803,779,3.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,8,Far West,Washington,355,399,441,436,412,422,450,464,541,510,467,483,633,500,505,533,532,519,519,534,533,541,539,566,2.1
9,Medicaid/Nursing Home Care (Millions of Dollars),State,5,Southeast,West Virginia,125,125,130,140,149,157,159,180,172,179,189,205,222,281,271,289,310,339,348,372,399,408,408,435,5.6
9,Medicaid/Nursing Home Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,499,543,584,624,658,676,780,812,815,956,1286,1371,1005,815,764,817,754,717,856,770,747,739,942,934,2.8
9,Medicaid/Nursing Home Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,21,22,23,32,35,43,40,39,36,38,33,43,38,41,42,43,41,44,46,48,55,68,64,64,5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",United States,0,United States,,12947,14344,16727,19108,21784,24186,26333,27917,30080,32492,36037,40193,43255,46823,49851,53287,57386,59981,65706,69609,70579,75665,79581,83982,8.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,1,New England,,1258,1418,1560,1898,2299,2219,2119,2487,2726,2959,3102,3599,3589,3954,4082,4365,4812,5098,5787,5662,5391,5892,6134,5808,6.9
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,2,Mideast,,3621,3951,4855,5419,6123,7101,7888,8244,9075,9402,10174,11072,12609,12719,13475,14910,15213,15427,16873,18415,19499,18557,18141,20019,7.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,3,Great Lakes,,2138,2455,2590,2796,3117,3537,3856,3899,3644,4185,4858,5527,5913,6335,6938,6721,6911,7145,7673,8313,8222,8677,9491,10041,7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,4,Plains,,1085,1172,1403,1790,1994,2141,2166,2362,2505,2802,3230,3604,3954,4282,4331,4525,4738,4965,5278,5491,5545,5743,6031,6213,7.9
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,5,Southeast,,2278,2614,3130,3658,4303,4624,5138,5294,5687,6466,7290,7915,8131,9161,9657,10224,11867,12838,14034,14272,14320,14619,14489,14875,8.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,6,Southwest,,1072,1149,1355,1540,1772,2060,2330,2378,2672,2860,3054,3499,3761,3846,4262,4648,5055,5575,5865,6287,5797,5776,6566,7343,8.7
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,7,Rocky Mountains,,324,323,359,403,452,515,552,632,719,819,937,984,1044,1152,1206,1288,1389,1512,1638,1863,1680,1846,1914,1899,8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",Region,8,Far West,,1170,1263,1475,1604,1725,1989,2284,2621,3051,2999,3392,3994,4253,5373,5900,6608,7400,7419,8559,9305,10125,14555,16815,17783,12.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Alabama,159,170,182,188,213,224,438,252,252,327,328,360,427,431,447,468,516,569,557,596,708,660,645,676,6.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,Alaska,21,23,25,26,29,35,45,51,59,77,105,136,158,149,194,190,219,236,226,253,273,304,329,318,12.6
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,6,Southwest,Arizona,20,19,22,27,28,36,57,64,113,87,136,189,261,335,410,618,761,952,1211,1430,817,730,740,879,18
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,5,Southeast,Arkansas,106,123,137,161,194,216,221,236,287,321,299,275,251,363,439,456,498,532,603,893,957,1008,1091,1293,11.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,8,Far West,California,544,538,624,734,771,990,1249,1446,1659,1485,1700,2181,2371,3384,3678,4323,4908,4762,5566,6056,6920,11185,12771,13566,15
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,7,Rocky Mountains,Colorado,136,140,149,171,192,210,230,276,319,335,364,391,411,448,451,482,533,581,652,679,704,810,782,712,7.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,1,New England,Connecticut,347,371,389,447,545,465,517,568,682,733,696,818,662,933,808,958,920,1199,1667,1440,1310,1563,1595,1565,6.8
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,Delaware,40,55,63,71,80,92,100,109,118,134,140,142,171,184,186,194,212,229,237,230,256,262,266,263,8.5
10,"Medicaid/Other Health, Residential, and Personal Care (Millions of Dollars)",State,2,Mideast,District of Columbia,49,64,76,77,77,77,93,90,87,101,101,102,92,97,96,92,95,90,143,350,392,342,344,341,8.9
